name,site,phone,full_address,city,postal_code,state,latitude,longitude,photo,working_hours,business_status,description,location_link
Dogtopia of Crestview,https://www.dogtopia.com/crestview/,+1 512-580-4880,"7301 Burnet Rd Suite 110, Austin, TX 78757",Austin,78757,Texas,30.3483818,-97.7344183,https://lh3.googleusercontent.com/p/AF1QipN7ZG6AtI2xX2-dW5TuY_e3fKjNoKozC3dT56CU=w800-h500-k-no,"{""Sunday"": ""2-5PM"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""9AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Dogtopia+of+Crestview/@30.3483818,-97.7344183,14z/data=!4m8!1m2!2m1!1sDogtopia+of+Crestview!3m4!1s0x8644cbd9719e50e5:0x2b4cfa81b0d81fd3!8m2!3d30.3483818!4d-97.7344183"
Shoal Creek Greenbelt,http://www.austintexas.gov/page/park-directory,+1 512-974-6700,"2600 N Lamar Blvd, Austin, TX 78705",Austin,78705,Texas,30.2921776,-97.7506211,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonHCkW28OJM8Dmbi6uPhYuQ97FIYpHfdnzyXDgLYJi2XXd9aeFPjQbLqfLfFa9PRSlrPifOtvHnYj98Vv1MjjoB_sFDNdwvGbjKbRxcxCZGyAMQhWUBzXy8v0OJx6rUR3CTBk=w800-h500-k-no,"{""Sunday"": ""5AM-10PM"", ""Monday"": ""5AM-10PM"", ""Tuesday"": ""5AM-10PM"", ""Wednesday"": ""5AM-10PM"", ""Thursday"": ""5AM-10PM"", ""Friday"": ""5AM-10PM"", ""Saturday"": ""5AM-10PM""}",OPERATIONAL,"A ribbon of a park spanning nearly 81 acres, which include shady trails & a dog park.","https://www.google.com/maps/place/Shoal+Creek+Greenbelt/@30.2921776,-97.75062109999999,14z/data=!4m8!1m2!2m1!1sShoal+Creek+Greenbelt!3m4!1s0x8644b57cf46f6bd5:0x8130dc2af98241dd!8m2!3d30.2921776!4d-97.75062109999999"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 903-417-6056,"2486 US-82, New Boston, TX 75570",New Boston,75570,Texas,33.4727394,-94.4617599,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iAZLR90vEUcgLInPSIWcEg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=187.76122&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@33.4727394,-94.46175989999999,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x8635b30034ee7f31:0xf4edc09214227aa3!8m2!3d33.4727394!4d-94.46175989999999"
Dog Park at Love’s Travel Stops,https://www.loves.com/dogparks,+1 903-796-1385,"22406 US-59, Queen City, TX 75572",Queen City,75572,Texas,33.2622962,-94.1522842,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aBQt14Dw1WqYK-HdWstR3A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=263.3324&pitch=0&thumbfov=100,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%E2%80%99s+Travel+Stops/@33.2622962,-94.1522842,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%E2%80%99s+Travel+Stops!3m4!1s0x86343b0072ddfbd7:0x783fb85309986fbf!8m2!3d33.2622962!4d-94.1522842"
The Red Woof Inn,,+1 870-648-7498,"5501 N Kings Hwy, Texarkana, TX 75503",Texarkana,75503,Texas,33.4667263,-94.1410266,https://lh3.googleusercontent.com/p/AF1QipNo5fiKUwYlHRvLwBXmV3xs7dFdSkdRmdwKsvzM=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""10AM-5:30PM"", ""Wednesday"": ""10AM-5:30PM"", ""Thursday"": ""10AM-5:30PM"", ""Friday"": ""10AM-5:30PM"", ""Saturday"": ""10AM-2PM""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Red+Woof+Inn/@33.4667263,-94.14102659999999,14z/data=!4m8!1m2!2m1!1sThe+Red+Woof+Inn!3m4!1s0x863443e6d3a743d7:0xb4cd1fcfc81895a1!8m2!3d33.4667263!4d-94.14102659999999"
Hounds Inn Lounge,https://houndsinnlounge.com/,+1 903-405-2209,"1300 Spring Hill Rd, Longview, TX 75605",Longview,75605,Texas,32.5530592,-94.7712478,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npPmPwZSPVgS7SCUL9YgNCkTxcvc1_AX_jt_UBVhTt68DScG_7sU5_B70KMvNGj50gJm732CvGp_WF8__4zD60Vy9p-PC6aMqhpGv40JhwC8t0S67ZoTkLygR5KR0O4OILTAUzUFA=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Hounds+Inn+Lounge/@32.5530592,-94.7712478,14z/data=!4m8!1m2!2m1!1sHounds+Inn+Lounge!3m4!1s0x86363f504da92a37:0xd51986c9f7f55657!8m2!3d32.5530592!4d-94.7712478"
Stragent Dog Park (On Paul Boorman Trail),https://www.longviewtexas.gov/4107/Stragent-Dog-Park,+1 903-237-1270,"121 Summers Dr, Longview, TX 75604",Longview,75604,Texas,32.5359324,-94.7633606,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqSG-ZYTotnQUArNy8xQ-jAEt9Jjg08DMJR2q9CK8XjaROkTptY-aac5uW1jqpE_g3_P_s-zriqKf4Yr2-2ghziqwz1Q5CMizuckCX0m7s26kiQpM6m3WamkROB2lM4qFooyhCv=w800-h500-k-no,"{""Sunday"": ""6:30AM-9PM"", ""Monday"": ""6:30AM-9PM"", ""Tuesday"": ""6:30AM-9PM"", ""Wednesday"": ""6:30AM-9PM"", ""Thursday"": ""6:30AM-9PM"", ""Friday"": ""6:30AM-9PM"", ""Saturday"": ""6:30AM-9PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Stragent+Dog+Park+%28On+Paul+Boorman+Trail%29/@32.5359324,-94.7633606,14z/data=!4m8!1m2!2m1!1sStragent+Dog+Park+%28On+Paul+Boorman+Trail%29!3m4!1s0x863638d47c50308f:0x1a015cd2fb5d0a9c!8m2!3d32.5359324!4d-94.7633606"
Dog Park at Love's Travel Stops,https://www.loves.com/dogparks,+1 903-690-8152,"975 E Sabine St, Carthage, TX 75633",Carthage,75633,Texas,32.1610295,-94.319853,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park+at+Love%27s+Travel+Stops/@32.1610295,-94.319853,14z/data=!4m8!1m2!2m1!1sDog+Park+at+Love%27s+Travel+Stops!3m4!1s0x8637074d0069b777:0x6a1d8f197f2e1c75!8m2!3d32.1610295!4d-94.319853"
Ken Bennett Pavilion,,+1 903-845-2196,"112 N Center St, Gladewater, TX 75647",Gladewater,75647,Texas,32.5343519,-94.9430991,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrx6xRUH3-gzoRvRwZx6tZyExa5KEclE0A8lmaYUWds98ZoQ7RXOhde2ncF_1qe6ebas-5Bz1s_I8OddQbHEhicLaKmyXB6fRz-5qFzfr1JUabJVS7eJ0S4I0ZdX-v-FY8e9cHz=w800-h500-k-no,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",OPERATIONAL,,"https://www.google.com/maps/place/Ken+Bennett+Pavilion/@32.5343519,-94.9430991,14z/data=!4m8!1m2!2m1!1sKen+Bennett+Pavilion!3m4!1s0x8636238650bc0d9f:0xc973dc0e86564c7a!8m2!3d32.5343519!4d-94.9430991"
Bark Avenue Grooming,https://www.facebook.com/Bark-Avenue-Grooming-109488707982781/,+1 903-601-1753,"206 E 1st, Hughes Springs, TX 75656",Hughes Springs,75656,Texas,32.9983659,-94.6304068,https://lh3.googleusercontent.com/p/AF1QipO2uf3MUuulNpb7fOmUwTHFee0_8K0DeU23iY6o=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",OPERATIONAL,Dog and Cat Grooming,"https://www.google.com/maps/place/Bark+Avenue+Grooming/@32.998365899999996,-94.63040679999999,14z/data=!4m8!1m2!2m1!1sBark+Avenue+Grooming!3m4!1s0x8635d9c9dbc81cf1:0xf0c10be82b37182f!8m2!3d32.998365899999996!4d-94.63040679999999"
Uncertain Lodge and Inn,http://uncertainlodge.com/,+1 903-789-3292,"5181 Cypress Dr E, Karnack, TX 75661",Karnack,75661,Texas,32.706472,-94.1182575,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdBlkQzdwRB8jgJWVrZsr7-jAzqsXo7c5mOPSGM94lQx6gVOEKYJamVZeypoeVHT5VdxAhe22aF3uvJ2ony-fg3d7Ji0eDNP4I4r5HMUsaxN9IChMwu8gNqbGOjstollj8IEWsYw=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Uncertain+Lodge+and+Inn/@32.706472,-94.1182575,14z/data=!4m8!1m2!2m1!1sUncertain+Lodge+and+Inn!3m4!1s0x86369528dfdd6b57:0xb21609d67a359959!8m2!3d32.706472!4d-94.1182575"
Petz Mania,http://petzmania.net/,+1 214-731-6605,"3585 Timberglen Rd, Dallas, TX 75287",Dallas,75287,Texas,33.0034255,-96.8580357,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrBi1_7SUTt77SCdoo-eEymYVmVjm2Is3azCYvCMnUCzrbDat6HJ3mgwd6YCq9gA_3pC9LNz9fSCD0sY8tyewQcQzCd7UqU_9ILJy_Xzsw1nE3jG_Xk_iaIsSJuR9z4nOkCwfY=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7:30AM-7PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Petz+Mania/@33.0034255,-96.8580357,14z/data=!4m8!1m2!2m1!1sPetz+Mania!3m4!1s0x864c244074f4cbb3:0xe3fd4fc5fd114742!8m2!3d33.0034255!4d-96.8580357"
Down to Play,https://www.downtoplay.com/,+1 214-484-7258,"6464 Northwest Hwy Suite 138, Dallas, TX 75214",Dallas,75214,Texas,32.8576344,-96.7533963,https://lh3.googleusercontent.com/p/AF1QipOx4jOVuW5noS5YRBX53Z699JOW7L5Do3iHl-3z=w800-h500-k-no,"{""Sunday"": ""9AM-7PM"", ""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Down+to+Play/@32.8576344,-96.75339629999999,14z/data=!4m8!1m2!2m1!1sDown+to+Play!3m4!1s0x864e9f9d4db68d1b:0xb2cb3c276c123941!8m2!3d32.8576344!4d-96.75339629999999"
Vishal Bhagat Dog Park,http://vishal-park.keeq.io/,,"Corpus Christi, TX 78401",Corpus Christi,78401,Texas,27.7841155,-97.3943722,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZXtCl_ff7jPc6V7Kxc-X_NCI_Gc9qyogG13iTGHIATsAouVz5k0xGLUczpLR5zAoD1r28SanqkebpZH52VkfdjvQTFYRoFCfnZKi8fqAMVrr3DZtzgEuMEH9svRU0vMmov0Ju=w800-h500-k-no,"{""Sunday"": ""6AM-12AM"", ""Monday"": ""6AM-12AM"", ""Tuesday"": ""6AM-12AM"", ""Wednesday"": ""6AM-12AM"", ""Thursday"": ""6AM-12AM"", ""Friday"": ""6AM-12AM"", ""Saturday"": ""6AM-12AM""}",OPERATIONAL,,"https://www.google.com/maps/place/Vishal+Bhagat+Dog+Park/@27.7841155,-97.39437219999999,14z/data=!4m8!1m2!2m1!1sVishal+Bhagat+Dog+Park!3m4!1s0x86685ef872e1c569:0xbdb7f90900154aff!8m2!3d27.7841155!4d-97.39437219999999"
MWR Dog Park,,,"11001 D St, Corpus Christi, TX 78418",Corpus Christi,78418,Texas,27.6887777,-97.2595486,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np2qPKQzJFkNIb_OHQMr4tQBspd0Mg51WSxm5vPnU_bdQplHC7JJm_ytSzta3vnxzjq8xzHSp6v7XflsE0bb2SThlp9_C7RAtWRp4iriHdQX93_ROMQQ_G58A0G1IsWpT6wb5VTaQ=w800-h500-k-no,"{""Sunday"": ""7AM-6PM"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM""}",OPERATIONAL,,"https://www.google.com/maps/place/MWR+Dog+Park/@27.6887777,-97.2595486,14z/data=!4m8!1m2!2m1!1sMWR+Dog+Park!3m4!1s0x8668f9005441ece3:0xcd29b06b303a9a27!8m2!3d27.6887777!4d-97.2595486"
Bill Witt Dog Park,,,"7718 Dalmation Dr, Corpus Christi, TX 78414",Corpus Christi,78414,Texas,27.6499801,-97.3756217,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqkUCbrmx77TNs0SvnbAQYOaoitVworhKsfEMigbNB3_Ak0VqRymwFApIBQyw6WaZk_8m4sVnc6Z4oVXj-gJ7er3yhkCkUec993s5WhJzpopy0T-qgbO2lwnCCzMlWcACuwQiqBrQ=w800-h500-k-no,"{""Sunday"": ""6AM-10PM"", ""Monday"": ""Closed"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Bill+Witt+Dog+Park/@27.6499801,-97.3756217,14z/data=!4m8!1m2!2m1!1sBill+Witt+Dog+Park!3m4!1s0x8668f5657a1d1f07:0x8561fe884bca5e2c!8m2!3d27.6499801!4d-97.3756217"
Tiny Adventures,https://www.tinyadventurescorpuschristi.com/,+1 361-257-1016,"4050 Weber Rd, Corpus Christi, TX 78411",Corpus Christi,78411,Texas,27.7375354,-97.388302,https://lh3.googleusercontent.com/p/AF1QipOoWBUibLS8lyiSBx4Wa5dUEt5xWA0JInYaO5u-=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""9AM-12PM"", ""Thursday"": ""11AM-7PM"", ""Friday"": ""11AM-2:30PM"", ""Saturday"": ""Closed""}",OPERATIONAL,,"https://www.google.com/maps/place/Tiny+Adventures/@27.7375354,-97.388302,14z/data=!4m8!1m2!2m1!1sTiny+Adventures!3m4!1s0x86685f66ad498347:0xb3d4d7a2adc386ad!8m2!3d27.7375354!4d-97.388302"
Barkaritaville Pet Resort,http://www.barkaritavillepetresort.com/,+1 361-814-2275,"6617 Jefferson St, Corpus Christi, TX 78413",Corpus Christi,78413,Texas,27.7001401,-97.4173079,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npdvUMW0V-2Byyc125ncuyRMqY_5jHZ5ocf3qNNiCx9SN3S_JCg4Hr0M8pcU6ltBzX3XNkCuzdnXHa9IGikR4AgcehJ0YWAr1LJ-6x5udtZ3sgPnE4mBSZLyOPynuUSXWujaLkd=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-6PM"", ""Tuesday"": ""7:30AM-6PM"", ""Wednesday"": ""7:30AM-6PM"", ""Thursday"": ""7:30AM-6PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Barkaritaville+Pet+Resort/@27.7001401,-97.4173079,14z/data=!4m8!1m2!2m1!1sBarkaritaville+Pet+Resort!3m4!1s0x8668f53fd6b90989:0xf42a6810fc02b28b!8m2!3d27.7001401!4d-97.4173079"
Pooch Pad,http://www.pooch-pad.com/,+1 361-334-7387,"5502 Burnham Dr D, Corpus Christi, TX 78413",Corpus Christi,78413,Texas,27.696814,-97.3786499,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nry2RwcpbcDI-26LRB3oR2Stx1cLavn07ybrXX_WOPvghOdIUDbLNjDtlciCWls-TAdqsCCGE0lbLDc3trYgiP8GZBELErxJEZGtbtdvPGchszOE0hTq1qRs0wvXhgCpAO0kD7RCw=w800-h500-k-no,"{""Sunday"": ""9:30AM-6PM"", ""Monday"": ""7:30AM-6PM"", ""Tuesday"": ""7:30AM-6PM"", ""Wednesday"": ""7:30AM-6PM"", ""Thursday"": ""7:30AM-6PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""9:30AM-6PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Pooch+Pad/@27.696814,-97.3786499,14z/data=!4m8!1m2!2m1!1sPooch+Pad!3m4!1s0x8668f5b97d59667b:0x2f54582cc9fcc030!8m2!3d27.696814!4d-97.3786499"
Lindale Recreation Center,https://register.ccparkandrec.com/CourseActivities.aspx?id=24,+1 361-855-0392,"3135 Swantner Dr, Corpus Christi, TX 78404",Corpus Christi,78404,Texas,27.7547397,-97.3963599,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWtpaIamSop5Sm0p7c1WPhU3JEQjQrkrEcNbsoHIx0eMlaVEZAmp_phwBkXtPsP7Wg2QgJUVlKZJCcyml7tBhO7EnUwEMF4bbOolXxIdqJ96AU4DLJjLKahyCM8aV_aM7ftcZF=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/Lindale+Recreation+Center/@27.7547397,-97.3963599,14z/data=!4m8!1m2!2m1!1sLindale+Recreation+Center!3m4!1s0x86685fa0ead0b3d1:0xd422b81f997c4709!8m2!3d27.7547397!4d-97.3963599"
Kids Wonderland,https://kidswonderland.net/mcallen/,+1 956-929-3106,"8016 N 10th St, McAllen, TX 78504",McAllen,78504,Texas,26.2760275,-98.2149697,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noo1fxHQEjR4-1yA6e9fG0_0FW3w6FdMwGR4vmWR3j04rFvEmEllD_BtXqoNVv5kAkpWDCkMzkRcElmxng1YvS2cPN2l8BdZ2YsWQz0jCPgft4cJuQxTRE7iRbk0xHF1foc9IY=w800-h500-k-no,"{""Sunday"": ""11AM-7PM"", ""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-8PM"", ""Saturday"": ""10AM-9PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Kids+Wonderland/@26.276027499999998,-98.2149697,14z/data=!4m8!1m2!2m1!1sKids+Wonderland!3m4!1s0x8665a12220d17fe9:0x9b51676d34ab7a35!8m2!3d26.276027499999998!4d-98.2149697"
Sensory Palace,https://www.tiktok.com/@sensorypalace_/video/7265438291585944874,+1 956-331-6840,"4901 W Expy 83 STE 120, McAllen, TX 78503",McAllen,78503,Texas,26.1947856,-98.2778727,https://lh3.googleusercontent.com/p/AF1QipPVie7mAR095_Kzc4-jUDJ2fNJAdbb9tIKIh2Qf=w800-h500-k-no,"{""Sunday"": ""12-8PM"", ""Monday"": ""Closed"", ""Tuesday"": ""1-8PM"", ""Wednesday"": ""1-8PM"", ""Thursday"": ""1-8PM"", ""Friday"": ""1-8PM"", ""Saturday"": ""12-8PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Sensory+Palace/@26.1947856,-98.27787269999999,14z/data=!4m8!1m2!2m1!1sSensory+Palace!3m4!1s0x8665a76f34c34fc3:0xbee6cff66d40afaa!8m2!3d26.1947856!4d-98.27787269999999"
LudoPlay Indoor Playground,,+1 956-627-3502,"6500 N 10th St Suite M, McAllen, TX 78504",McAllen,78504,Texas,26.2612552,-98.2193903,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqoz5-jk26koN6NdWNNyZL-lJTkijOMwsPuy9Ygic3MCZnEklmqgUj4tjrwYk976QUwLAH6OLNorXb_ux-O4YdFveTJJyCIgcwxFk3U1YqfcTG980nN7vv6emjCDX5xtuXFBFo=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""10AM-5PM"", ""Tuesday"": ""10AM-5PM"", ""Wednesday"": ""10AM-5PM"", ""Thursday"": ""10AM-5PM"", ""Friday"": ""10AM-5PM"", ""Saturday"": ""Closed""}",OPERATIONAL,,"https://www.google.com/maps/place/LudoPlay+Indoor+Playground/@26.261255199999997,-98.2193903,14z/data=!4m8!1m2!2m1!1sLudoPlay+Indoor+Playground!3m4!1s0x8665a159a63c5fe1:0xdbd18b8931a5e182!8m2!3d26.261255199999997!4d-98.2193903"
"Lucky Dog Spa, LLC",http://lucky-dogspa.com/,+1 956-515-8256,"4701 Buddy Owens Blvd, McAllen, TX 78504",McAllen,78504,Texas,26.2506176,-98.2655955,https://lh3.googleusercontent.com/p/AF1QipM9M3sChIbbi1F2vXDoGH3g4Okp1XWOcVAv95No=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Lucky+Dog+Spa%2C+LLC/@26.250617599999998,-98.26559549999999,14z/data=!4m8!1m2!2m1!1sLucky+Dog+Spa%2C+LLC!3m4!1s0x8665a7b027dd4a3d:0xcadae71b5d413a6!8m2!3d26.250617599999998!4d-98.26559549999999"
Doggie Day Spa & Pet Hotel,,+1 956-687-4120,"6401 N 10th St, McAllen, TX 78504",McAllen,78504,Texas,26.2606072,-98.220682,https://lh3.googleusercontent.com/p/AF1QipOmg6yORNWQfuC9mNDUS1hS5b9huHpVm3xalU-Z=w800-h500-k-no,"{""Sunday"": ""Closed"", ""Monday"": ""8:30AM-5PM"", ""Tuesday"": ""8:30AM-5PM"", ""Wednesday"": ""8:30AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8:30AM-5PM"", ""Saturday"": ""8:30AM-5PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Doggie+Day+Spa+%26+Pet+Hotel/@26.2606072,-98.220682,14z/data=!4m8!1m2!2m1!1sDoggie+Day+Spa+%26+Pet+Hotel!3m4!1s0x8665a14ca14bb577:0x29cbfcee519a67a0!8m2!3d26.2606072!4d-98.220682"
Redmore Dog Park,,,"Park, 2843 Sweet St, Brownsville, TX 78521",Brownsville,78521,Texas,25.9451798,-97.47396,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noQbWB9Ir9hhey6TzSQ06Mw-6FbS5mcHndey0YF8NYAQiQRBVVqDNPT5Z4cn8-dE7mOniF5bJbEIZbtgFW21VFQdVCC5oWxEXzHIFXo2xSngfHQM5kxu9ALubBl2m7QqODWFNU=w800-h500-k-no,"{""Sunday"": ""6AM-9PM"", ""Monday"": ""6AM-9PM"", ""Tuesday"": ""6AM-9PM"", ""Wednesday"": ""6AM-9PM"", ""Thursday"": ""6AM-9PM"", ""Friday"": ""6AM-9PM"", ""Saturday"": ""6AM-9PM""}",OPERATIONAL,,"https://www.google.com/maps/place/Redmore+Dog+Park/@25.9451798,-97.47395999999999,14z/data=!4m8!1m2!2m1!1sRedmore+Dog+Park!3m4!1s0x866f97dee2fdfc79:0x268d3a45ae428a3b!8m2!3d25.9451798!4d-97.47395999999999"
Dog Park,,,"11523 Monserrat Ln, Conroe, TX 77304",Conroe,77304,Texas,30.3717975,-95.5343744,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XEkmfbZXzcQfhby1GKpcXw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=202.02034&pitch=0&thumbfov=100,,OPERATIONAL,,"https://www.google.com/maps/place/Dog+Park/@30.3717975,-95.53437439999999,14z/data=!4m8!1m2!2m1!1sDog+Park!3m4!1s0x86473d001637127b:0x534aae9bd63484c!8m2!3d30.3717975!4d-95.53437439999999"
dog park,,,"630 Avenue M, Huntsville, TX 77320",Huntsville,77320,Texas,30.7294451,-95.5540076,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWt2yrviw7HyQF3M8-fGWo1pWgEvv8lsibNvKWMKNOboBSr7rENYRAk5VVfUiDwAAyoVzKXX8fpYGJvhVVKI27302_s_1HSHjCHr_Q89_CB4PXsstJQOox3smdSK7BNruk58td=w800-h500-k-no,,OPERATIONAL,,"https://www.google.com/maps/place/dog+park/@30.7294451,-95.55400759999999,14z/data=!4m8!1m2!2m1!1sdog+park!3m4!1s0x86470988dd466199:0xe84ed0e38276dbd4!8m2!3d30.7294451!4d-95.55400759999999"
Dog's Day Inn Pet Resort,https://www.mydogsdayinn.net/locations/kingwood-location/,+1 281-359-3790,"1831 Northpark Dr, Kingwood, TX 77339",Kingwood,77339,Texas,30.069042,-95.2259989,https://lh3.googleusercontent.com/p/AF1QipNK-pi-JBUCpz2UdSe2Smqvxm8iaghtzp2wKxf5=w800-h500-k-no,"{""Sunday"": ""10AM-4AM"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""8AM-5PM""}",OPERATIONAL,"Pet Boarding facility with dog grooming, training, and Daycare","https://www.google.com/maps/place/Dog%27s+Day+Inn+Pet+Resort/@30.069042,-95.2259989,14z/data=!4m8!1m2!2m1!1sDog%27s+Day+Inn+Pet+Resort!3m4!1s0x864752a78c01c29d:0x52ae8802118da478!8m2!3d30.069042!4d-95.2259989"
