name,site,phone,full_address,street,city,postal_code,state,country,latitude,longitude,photo,working_hours,business_status,about,description,location_link
Treadway Park,http://crossplains.org/,+1 254-725-6114,"Cross Plains, TX 76443",,Cross Plains,76443,Texas,United States of America,32.1214876,-99.17576299999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npiorigvV19v2QHOpoJgW8tgwFKGHi1bo5v50rQYvZkRlR2pVcaB-j2j_wRfYyx7DaBBSSSJ4Erea7QgDOo3H9pqd7MgJz8WqNkOP7lOLuJcQG5mEEp91J03fzyZYeVEie3fFee0Q=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Treadway+Park/@32.1214876,-99.17576299999999,14z/data=!4m8!1m2!2m1!1sTreadway+Park!3m4!1s0x86512ca453cdef21:0xd35964500dea62c3!8m2!3d32.1214876!4d-99.17576299999999"
Dog Woods at Coleman Camp Park,https://www.dallasga.gov/parksrec/page/dallas-dog-park-aka-dogwoods-coleman-camp-park,+1 770-443-8110,"100 Lester Dr, Dallas, GA 30132",100 Lester Dr,Dallas,30132,Georgia,United States of America,33.925368999999996,-84.835351,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMqNmNbj34fodhrSq5dk-zMjg2yoZN9HvT7H70tV1v7M8MKNU4khxUx_w6E6AIeXzYqtZqKaWELMjbk-Na1hdBAXxPqctOvLcRJW52-C4901I_cF5e4VHHGRuWUdT4wQwlIMH9UQ=w800-h500-k-no,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Dog+Woods+at+Coleman+Camp+Park/@33.925368999999996,-84.835351,14z/data=!4m8!1m2!2m1!1sDog+Woods+at+Coleman+Camp+Park!3m4!1s0x88f53112d796c893:0x6cfc8fda0185922f!8m2!3d33.925368999999996!4d-84.835351"
Coleman City Park,https://www.cityofcolemantx.us/parks/,+1 325-625-4116,"1700 N Neches St, Coleman, TX 76834",1700 N Neches St,Coleman,76834,Texas,United States of America,31.8475085,-99.4259503,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtZguLbpSzBzb3uBJOhn0n3f3INNeORBneLk9FFAtKFN7AxrW994u0_RM2VnD4b16XVMKp8bPPkbUHs2XBWAOeUxlu50jWiPAxR_hKexFrPLqpiA9zITFIPsackwZkqy8gV0vbSA=w800-h500-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Barbecue grill"": true, ""Basketball court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Coleman+City+Park/@31.8475085,-99.4259503,14z/data=!4m8!1m2!2m1!1sColeman+City+Park!3m4!1s0x865724e82cdebd43:0xe5b01ff6a91f25cd!8m2!3d31.8475085!4d-99.4259503"
Garden of Eden Park,,,"709 S Main St, Eden, TX 76837",709 S Main St,Eden,76837,Texas,United States of America,31.2130011,-99.8452598,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noiIkRiqxeWhZSlgYCn_oV-r-aH1b1l7IUptDWUgJ7rL_jSRqzLc_-NBVGXuDdR2j3HiInoAGlm6-0npH0duS0J1urTqJf_xpufF1IOFG8ffUiJFqXIHDoxsPseOIu3d4y9AIB4QA=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}}",,"https://www.google.com/maps/place/Garden+of+Eden+Park/@31.2130011,-99.8452598,14z/data=!4m8!1m2!2m1!1sGarden+of+Eden+Park!3m4!1s0x8659d5b1cd818cd1:0x3cd9330aa2d2afc4!8m2!3d31.2130011!4d-99.8452598"
Lee Pfluger Park,,,"Eden, TX 76837",,Eden,76837,Texas,United States of America,31.2138232,-99.8556304,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3xhFJ8tGeR9IO5vpbgzS4Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=184.24635&pitch=0&thumbfov=100,,OPERATIONAL,"{""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lee+Pfluger+Park/@31.2138232,-99.8556304,14z/data=!4m8!1m2!2m1!1sLee+Pfluger+Park!3m4!1s0x8659d5d5f37ec1ab:0x3b305f29ff4e8191!8m2!3d31.2138232!4d-99.8556304"
Eden City Park,,,"Eden, TX 76837",,Eden,76837,Texas,United States of America,31.216275999999997,-99.8456277,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DJbKflaH7UMODvvpiBpAUA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=99.87407&pitch=0&thumbfov=100,"{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}}",,"https://www.google.com/maps/place/Eden+City+Park/@31.216275999999997,-99.8456277,14z/data=!4m8!1m2!2m1!1sEden+City+Park!3m4!1s0x8659d50047a434ad:0x51545844b4e827e4!8m2!3d31.216275999999997!4d-99.8456277"
Fort McKavett State Historic Site,http://www.visitfortmckavett.com/,+1 325-396-2358,"7066 Farm to Market Rd 864, Fort McKavett, TX 76841",7066 Farm to Market Rd 864,Fort McKavett,76841,Texas,United States of America,30.824589,-100.1105389,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npiaVmoCKyFHxkOSo8QijM4oUzQKuxVxMT6ON4HyzJFtg_BT9kg8kOYnNU4q2yKTxasjsUKebW3DmkNjUm7ajL1wVvmCo6dhVXkr3ofv8xO82VRYXwBM5iW0syUW4y05PmosCw=w800-h500-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-5PM"", ""Sunday"": ""8AM-5PM""}",OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Highlights"": {""Active military discounts"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true, ""Restaurant"": false}, ""Crowd"": {""Family-friendly"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}}","Fort McKavett SHS is a historic cultural resource site operated by the Texas Historical Commission. It tells the story of the western Texas Hill Country Frontier with a specific focus on mid- to late-19th Century defensive military operations from 1852 to 1883. The site is the best preserved Indian Wars-era fort in Texas with over 19 original structures, including several officers quarters, an original Post Headquarters and Enlisted Barracks, an 1870's hospital and schoolhouse, a limestone quarry and kiln, and several ruins. The remote 90+ acres site offers picturesque Texas Hill Country vistas, incredible dark sky experiences, and a quiet & peaceful environment.","https://www.google.com/maps/place/Fort+McKavett+State+Historic+Site/@30.824589,-100.1105389,14z/data=!4m8!1m2!2m1!1sFort+McKavett+State+Historic+Site!3m4!1s0x86584f4fffffffff:0x6889e60f41f372ac!8m2!3d30.824589!4d-100.1105389"
Millsboro Dog Park,https://www.millsboro.org/,+1 302-934-8171,"424 Wilson Hwy, Millsboro, DE 19966",424 Wilson Hwy,Millsboro,19966,Delaware,United States of America,38.5862007,-75.2924575,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxppzxjPG-luQcHJyo27yufyz_5G6yzHQ7dxNQZ8RLB4jbgog3rKY9QQsLHRl69nY09JS7qcJd-ndDf-8QIK3ttmKVdvIpnfd1oNoS1tqBiCvkYN1tQ80FFC4XRCMzpGIb8UwiMg=w800-h500-k-no,"{""Monday"": ""6AM-5PM"", ""Tuesday"": ""6AM-5PM"", ""Wednesday"": ""6AM-5PM"", ""Thursday"": ""6AM-5PM"", ""Friday"": ""6AM-5PM"", ""Saturday"": ""6AM-5PM"", ""Sunday"": ""6AM-5PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Millsboro+Dog+Park/@38.5862007,-75.2924575,14z/data=!4m8!1m2!2m1!1sMillsboro+Dog+Park!3m4!1s0x89b8c3ade4305201:0xd4a557178562f6f7!8m2!3d38.5862007!4d-75.2924575"
Goldthwaite City Park,https://media.iadsnetwork.com/edition/2022/1318/223002/4d995330-a748-4e55-b978-2faf711b41b0.pdf,+1 325-648-3186,"US-183, Goldthwaite, TX 76844",US-183,Goldthwaite,76844,Texas,United States of America,31.4448194,-98.56816649999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npxfyKfIKf1zk7wvu7zOejU2OGybwZhsb_A55GhqRzOVXvU7sLHZDP4PbXrSeF-EYTHfFhFOMLHnWZcvHLMu0Ocri2os75qMLIV9250eINp7ejtKOulj96R9PmBugAfstzT-8KgTw=w800-h500-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""1-7PM"", ""Thursday"": ""1-7PM"", ""Friday"": ""1-7PM"", ""Saturday"": ""1-7PM"", ""Sunday"": ""2-6PM""}",OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Barbecue grill"": true, ""Basketball court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Goldthwaite+City+Park/@31.4448194,-98.56816649999999,14z/data=!4m8!1m2!2m1!1sGoldthwaite+City+Park!3m4!1s0x865087c72f965f2b:0xfc286ad417ff1c9!8m2!3d31.4448194!4d-98.56816649999999"
Gouldbusk,,,Texas 76845,,Gouldbusk,76845,Texas,United States of America,31.552743099999997,-99.47808909999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJKHxZIvYjnqrjMR18laaR_5MQRyIVqXV-DgV769_KhJ0-xfClyXNysdPFPWB4R_2AqgLVrHNW9LQr9g5_mruPa4stzDR_NcKGZqWRqH11B01byx4TLscrOWXYR35PYOEGfu3wFg=w800-h500-k-no,,CLOSED_PERMANENTLY,{},,"https://www.google.com/maps/place/Gouldbusk/@31.552743099999997,-99.47808909999999,14z/data=!4m8!1m2!2m1!1sGouldbusk!3m4!1s0x86574160ab9d7c0f:0x4f5fff1181abbcb2!8m2!3d31.552743099999997!4d-99.47808909999999"
Blair County Dog Park,http://www.blaircountydogpark.org/,+1 814-381-5756,"200 Colinkay Ct, Martinsburg, PA 16662",200 Colinkay Ct,Martinsburg,16662,Pennsylvania,United States of America,40.3250856,-78.3371221,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCQNoJntQaNVGbbpNabkbuV69PYWtklZmUtgFOoitmturWTcg1mKUitWuW8ESpRoq-4qDGNRSYSyZtWDF8AaKPdAbXlKtBvR6f75rmFUW7KAMSuY_OhBapDOfrQauhBy_iBZ11=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Blair+County+Dog+Park/@40.3250856,-78.3371221,14z/data=!4m8!1m2!2m1!1sBlair+County+Dog+Park!3m4!1s0x89cbbf78f4d42be7:0x2711d2851b5f7104!8m2!3d40.3250856!4d-78.3371221"
Schreiner Park,https://texastimetravel.com/directory/schreiner-park/,+1 325-446-3880,"N 1st St, Junction, TX 76849",N 1st St,Junction,76849,Texas,United States of America,30.4908708,-99.76054959999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noUF6mDgGcj32HnxHSmhwdX7Dk0D6a24pp9r4hgFZy_loeE6FMRTFurf8jwOl5Fy6Q0P9mMUpXyivRljdzA9n7MuPCmNB7dKOLsA2kcl8JvxPe-HaHu42L9cCEbSFBSd7S4N9u4Cg=w800-h500-k-no,,OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Barbecue grill"": true, ""Baseball field"": true, ""Basketball court"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true, ""Volleyball court"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Schreiner+Park/@30.4908708,-99.76054959999999,14z/data=!4m8!1m2!2m1!1sSchreiner+Park!3m4!1s0x865907ae9698c435:0xd0e776099ff65d70!8m2!3d30.4908708!4d-99.76054959999999"
Tree Cabins Rv Resort,https://treecabinsrvresort.com/,+1 325-446-3388,"210 Cedar Creek Rd, Junction, TX 76849",210 Cedar Creek Rd,Junction,76849,Texas,United States of America,30.4837118,-99.7604013,https://lh3.googleusercontent.com/p/AF1QipPi59QxfCMqfjtQP6e8CJ1hKIwf1heKbcLeRKXW=w800-h500-k-no,,OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""RV camping"": true, ""RV water hookup"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true, ""Public shower"": true, ""Restroom"": true, ""Running water"": true, ""Tent sites"": true, ""Wi-Fi"": true}, ""Payments"": {""Credit cards"": true}, ""Parking"": {""On-site parking"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Tree+Cabins+Rv+Resort/@30.4837118,-99.7604013,14z/data=!4m8!1m2!2m1!1sTree+Cabins+Rv+Resort!3m4!1s0x865907acd759f7eb:0xa2edd06bf241e96d!8m2!3d30.4837118!4d-99.7604013"
Sun Valley Motel,https://www.sunvalleymoteljunction.com/,+1 325-446-2505,"1611 Main St, Junction, TX 76849",1611 Main St,Junction,76849,Texas,United States of America,30.490916499999997,-99.7775815,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGLCPJakHqw8uQ--pjYiWoQw2_CqcrFxoTTkEWYhsXic8380Ce9HaVsy2YOGqA1wE34JjU5nI52adl3x3goOEg3b89qQLTREOpsEZBY2fChTGG_x6I4exKFd6Boc1At7KLHRy46G7pmcI52_CIiB0wavyfgKtkHP-KrRmPc_OzbNZclEaX52H85=w800-h500-k-no,,OPERATIONAL,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""2 stars"", ""Check-out time"": ""10:30 AM"", ""Check-in time"": ""2:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Basic rooms with minifridges & microwaves, plus free continental breakfast & an outdoor pool. ","https://www.google.com/maps/place/Sun+Valley+Motel/@30.490916499999997,-99.7775815,14z/data=!4m8!1m2!2m1!1sSun+Valley+Motel!3m4!1s0x865907051d22b6fd:0xc938d7e5eb13febb!8m2!3d30.490916499999997!4d-99.7775815"
"OYO Hotel - Segovia Lodge, Junction TX",https://www.oyorooms.com/us/263210/?utm_source=GMB,+1 818-738-9094,"311 S Segovia Access Rd, Junction, TX 76849",311 S Segovia Access Rd,Junction,76849,Texas,United States of America,30.415479899999998,-99.67012989999999,https://lh3.googleusercontent.com/p/AF1QipOci9toMdm2bExXhkux_ZdUd2T7EE_HAdk_h7fv=w800-h500-k-no,,OPERATIONAL,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Star rating"": ""2 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""2:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}",,"https://www.google.com/maps/place/OYO+Hotel+-+Segovia+Lodge%2C+Junction+TX/@30.415479899999998,-99.67012989999999,14z/data=!4m8!1m2!2m1!1sOYO+Hotel+-+Segovia+Lodge%2C+Junction+TX!3m4!1s0x86590f1184297945:0xeb4ff5c75180da63!8m2!3d30.415479899999998!4d-99.67012989999999"
South Llano River State Park,https://tpwd.texas.gov/state-parks/south-llano-river,+1 325-446-3994,"1927 Park Rd 73, Junction, TX 76849",1927 Park Rd 73,Junction,76849,Texas,United States of America,30.445785599999997,-99.80421659999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNx0OjiMcUallXVjIBR0cGN32NoBLHomViPjd7AQ8nncNDN4AxQfIM5_DjbcDE2syrVaP5XY84RntM2SrOnVB7JTBdazIpEqOZHMjHcORbFM1iMzDaMluTF3ZP0tMBR-gk4C7eKg=w800-h500-k-no,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}",OPERATIONAL,"{""Service options"": {""Onsite services"": true}, ""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Barbecue grill"": true, ""Picnic tables"": true, ""Public restroom"": true}, ""Payments"": {""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}","Wooded park along the South Llano River for hiking, birdwatching, swimming, fishing, camping & more.","https://www.google.com/maps/place/South+Llano+River+State+Park/@30.445785599999997,-99.80421659999999,14z/data=!4m8!1m2!2m1!1sSouth+Llano+River+State+Park!3m4!1s0x865906bbdd83bc27:0x27dc9faf0fb8f21c!8m2!3d30.445785599999997!4d-99.80421659999999"
North Llano River RV Park,http://www.northllanoriverrvpark.com/,+1 325-999-1193,"2145 Main St, Junction, TX 76849",2145 Main St,Junction,76849,Texas,United States of America,30.5012756,-99.7793683,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFqiToLUK73hJYeyLxNbx296RrNId78ZFoJYxULvVe82wFf1gbrwbVAGlqCz4KtcGX0ARaV_AklPekpm2L6iBiqqL4eJkU73e2YPrIOadLZnuJY_-CxmV16ozNCz-rNLsaZ-yK8_Fh6TCgjiOLxwSEBSWrze3d7X9OWnzALnoA9SkATqwDwsUAw=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""RV camping"": true, ""RV electric hookup"": true, ""RV sewer hookup"": true, ""RV water hookup"": true}, ""Payments"": {""Camping fee"": true, ""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""On-site parking"": true}, ""Pets"": {""Dogs allowed"": true}, ""Other"": {""Star rating"": null}}",,"https://www.google.com/maps/place/North+Llano+River+RV+Park/@30.5012756,-99.7793683,14z/data=!4m8!1m2!2m1!1sNorth+Llano+River+RV+Park!3m4!1s0x8659072a8cc5ec99:0x7d74cfb0bc3fdc58!8m2!3d30.5012756!4d-99.7793683"
Loyalsock Dog Park,https://loyalsocktownshipbos.com/parks-and-recreation/park-amenities/,,"1607 4 Mile Dr, Williamsport, PA 17701",1607 4 Mile Dr,Williamsport,17701,Pennsylvania,United States of America,41.2633006,-76.9724981,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqyZ1CscdUDUG2xFYoOcN_QiwBQA2cMgxKaK0GxNcLHWtNG_m5BiNxwiefLCGW0mvVaRtncBUbel7Ei7XadU8C_kWHdO1D-LMb5LQb5CjBqz9ucveegg2XX_0C5udkDUw6GHxKq=w800-h500-k-no,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true, ""Slides"": true, ""Swings"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Loyalsock+Dog+Park/@41.2633006,-76.9724981,14z/data=!4m8!1m2!2m1!1sLoyalsock+Dog+Park!3m4!1s0x89cfa5fb003e0db1:0xcb991a4ffa0fa5dc!8m2!3d41.2633006!4d-76.9724981"
Lometa Regional Park,,+1 512-752-3331,"15115 US-183, Lometa, TX 76853",15115 US-183,Lometa,76853,Texas,United States of America,31.203362199999997,-98.3896759,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqj93F4OGvPUv62tx0kwsHsjZBhD0SZ9HvXHQdIX1KUe0Bal9UhmiJbmcDNO0ianwHwSAjjmYDwukY9kjGskFdr07DpLZY1qj7XUOuxJU1V8UNNHWpAf1COnoWZLMSPcnDoSKjVnw=w800-h500-k-no,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}",OPERATIONAL,"{""Highlights"": {""Picnics"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Barbecue grill"": true, ""Public restroom"": true, ""Swings"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""Playground"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Lometa+Regional+Park/@31.203362199999997,-98.3896759,14z/data=!4m8!1m2!2m1!1sLometa+Regional+Park!3m4!1s0x865a85dbd3005105:0xebfb0fdcf2b0b5b!8m2!3d31.203362199999997!4d-98.3896759"
Pawmyra Dog Park,,,"3400 Mason Morrow Millgrove Rd, Mason, OH 45040",3400 Mason Morrow Millgrove Rd,Mason,45040,Ohio,United States of America,39.3771379,-84.27314009999999,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqONflxqhKRzfkxA1qQlw21rZJm0xkdogYm3DLMPkGYrgqMe4Dpn2t_g3mF_nSCgm3lVVzkQiUNFFa1s9sxAvSaYhN_iUoEvArh00XkyDhGWQ5wXyMZbGygn99rXwHI2IU_Yay2cQ=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Pawmyra+Dog+Park/@39.3771379,-84.27314009999999,14z/data=!4m8!1m2!2m1!1sPawmyra+Dog+Park!3m4!1s0x88405994e18e8305:0xd48868c19b179da3!8m2!3d39.3771379!4d-84.27314009999999"
Fort Mason City Park,http://www.mason.tx.citygovt.org/Default.aspx?tabid=1003,+1 325-347-2064,"Mason, TX 76856",,Mason,76856,Texas,United States of America,30.736668899999998,-99.2161218,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpvLX0ESYtNobJuKb71vA_6kP3ukeRT8ML1WS4Z5HMiqF5xTPlPgen1Pn9ETmLrf17prwz_7Uzqt-5gTZm0rNug6t9wuiag6lUqkh0s59ovAWwemcQWvh8F6zHFu_34gnRSrw=w800-h500-k-no,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Picnic tables"": true, ""Public restroom"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Fort+Mason+City+Park/@30.736668899999998,-99.2161218,14z/data=!4m8!1m2!2m1!1sFort+Mason+City+Park!3m4!1s0x865987f78695dc85:0xdd8434bb52a61dc0!8m2!3d30.736668899999998!4d-99.2161218"
Mason District Off-Leash Dog Park,,+1 703-941-1730,"&, Alpine Drive, Pinecrest Pkwy, Annandale, VA 22003","&, Alpine Drive, Pinecrest Pkwy",Annandale,22003,VA,United States of America,38.8283766,-77.1732301,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no6y-B5m-g9pZ6tqqwQ8kaWIsjle9BpydSvgUrtWVn6ftFPKPZuVGmLjyhnAnpRcei8RM7b_6nLH1VKMFmqg987SyNvQQfIb_Jxy9H1BIZ8kIm4DJEWET6mQsNC1Ir0bM4jjiHZtg=w800-h500-k-no,"{""Monday"": ""9AM-8:15PM"", ""Tuesday"": ""9AM-8:15PM"", ""Wednesday"": ""9AM-8:15PM"", ""Thursday"": ""9AM-8:15PM"", ""Friday"": ""9AM-8:15PM"", ""Saturday"": ""9AM-8:15PM"", ""Sunday"": ""9AM-8:15PM""}",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Activities"": {""Hiking"": true}, ""Amenities"": {""Picnic tables"": true}, ""Children"": {""Kid-friendly hikes"": true}, ""Pets"": {""Dog park"": true, ""Dogs allowed"": true}}",,"https://www.google.com/maps/place/Mason+District+Off-Leash+Dog+Park/@38.8283766,-77.1732301,14z/data=!4m8!1m2!2m1!1sMason+District+Off-Leash+Dog+Park!3m4!1s0x89b7b322d043ed49:0xc33a3e0b0146b691!8m2!3d38.8283766!4d-77.1732301"
